edge,baseline_Kc,new_Kc,delta_Kc,max_r,is_braess
0_2,1.7099759466766973,1.7099759466766973,0.0,0.9954975513015811,False
0_3,1.7099759466766973,1.303132161004003,-0.4068437856726943,0.9964728004032951,False
0_4,1.7099759466766973,1.1375950511413506,-0.5723808955353467,0.9976910607816083,False
1_3,1.7099759466766973,1.1375950511413506,-0.5723808955353467,0.9976910607816085,False
1_4,1.7099759466766973,1.1375950511413506,-0.5723808955353467,0.9987460402233823,False
1_5,1.7099759466766973,1.1375950511413506,-0.5723808955353467,0.9976910607816085,False
2_4,1.7099759466766973,1.1375950511413506,-0.5723808955353467,0.9976910607816085,False
2_5,1.7099759466766973,1.303132161004003,-0.4068437856726943,0.9964728004032951,False
3_5,1.7099759466766973,1.7099759466766973,0.0,0.9954975513015811,False
