u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
1,3,3.680000000000028,3.7200000000000273,0.03999999999999915,False,-0.026420873583224536,True,False
1,5,3.680000000000028,3.690000000000028,0.009999999999999787,False,-0.00974935104092145,True,False
1,11,3.680000000000028,3.7000000000000277,0.019999999999999574,False,-0.016779057700002764,True,False
3,6,3.680000000000028,3.7200000000000273,0.03999999999999915,False,-0.013298791788919129,True,False
3,12,3.680000000000028,3.7100000000000275,0.02999999999999936,False,-0.027506708500023014,True,False
3,16,3.680000000000028,3.740000000000027,0.05999999999999872,False,-0.026809110279242154,True,False
3,17,3.680000000000028,3.7500000000000266,0.06999999999999851,False,-0.03267744194123057,True,False
5,6,3.680000000000028,3.7000000000000277,0.019999999999999574,False,-0.008817954318839472,True,False
5,12,3.680000000000028,3.7000000000000277,0.019999999999999574,False,-0.014560609631214083,True,False
5,16,3.680000000000028,3.7200000000000273,0.03999999999999915,False,-0.01880824942594128,True,False
5,17,3.680000000000028,3.730000000000027,0.049999999999998934,False,-0.025465547981144088,True,False
11,12,3.680000000000028,3.7000000000000277,0.019999999999999574,False,-0.01943840643693584,True,False
11,16,3.680000000000028,3.730000000000027,0.049999999999998934,False,-0.020187083332797395,True,False
11,17,3.680000000000028,3.740000000000027,0.05999999999999872,False,-0.02557626879431185,True,False
